docno,category1,category2,category3,category4,category5,category6,category7,category8,category9,category10
ddbd24a73ba3d74028596f393bb07a6b87a469c0,2,2,,,,,,,,
71219c274777ea42e79180d05a9a377690207e07,2,2,,,,,,,,
d05734e729bfc97f40cd357cecefc06734f33a14,2,2,2,,,,,,,
19d13084ea644842e42802ec7aac2fb977ed7584,2,2,2,2,,,,,,
d14c7e5f5cace4c925abc74c88baa474e9f31a28,2,2,2,2,,,,,,
da9107e9b6430757f070184d43a17232e5eb54f0,2,,,,,,,,,
2a309b3881eba659bf52fb7d1d54fe08f06b1018,2,2,2,,,,,,,
b877cbbfaf99d98218a7c6ebcab76743632611b5,2,2,2,2,2,,,,,
51cc42a1bcde455b3e50d77206fa9a156d55314f,2,1,1,1,1,,,,,
44f09b2f5c1fda57a30d22caf475e4a08108c378,2,2,2,,,,,,,
e55232339c44dbb358643ee3e169e7fcd009d977,2,2,2,2,2,,,,,
62b46c18449582d50f90c15be68c716210313a22,2,,,,,,,,,
8f246d7b8e39feab2d6d73120650ef3d310bbd43,,,,,,,,,,
da0a0cafdc4ac5157cf735fd3408e87fb9c1f7f6,2,2,2,,,,,,,
b218729fcc3183cff899d0ef1fc9407bc547096f,2,2,,,,,,,,
bd4256c701c9c3f21cae92b6fce424d1d2fa594e,2,,,,,,,,,
3fe2d5c19fd0061b333b11fd87052fc9df8b31cf,2,2,2,2,2,,,,,
c25c7f80ca5e335728b3539e178549ba7cbf6d4a,2,2,2,,,,,,,
224dc701ffa7fc866ad07968ded03e9084fe9f39,,,,,,,,,,
ed2d96f75025491ad67cf7e9f68cafd7653421cc,2,2,2,,,,,,,
963b6626180c10826dade32678fcf305a8f7bc15,2,2,2,2,2,,,,,
43c05444fbc239321f6676f3cd539cac34fde7b8,2,2,,,,,,,,
7250ac7936f605b84ede764068bebc7429bb33a8,2,2,2,2,,,,,,
d5ddeb9a82862039cdc679a14383106cfb87f5a9,2,,,,,,,,,
1382e951677ae167638eb3c97054bb704e3bc359,2,2,,,,,,,,
358bd07ff915cac8ee8071a726efbbbccd962e7b,1,1,1,,,,,,,
9ba6345cff630eb00696d0fbafb8d28e0755310f,2,2,,,,,,,,
7ee83750126224f519767dcf36d0a49a96da57de,1,2,2,2,,,,,,
0c9fa8107d8a3a4040811ffb8e3e621c6bd37402,2,2,,,,,,,,
488e4bf9186750bfb375e7444fac8eddadfec0fd,2,2,1,2,,,,,,
95defa06723a2056213a5e28464bd447ec78eb21,2,2,,,,,,,,
bb78de88f7b361faa28d1df105100a106dbb02bb,2,2,,,,,,,,
0e0c5d868d84908bb7a26c27c1aedea43fdc493d,2,2,2,2,2,,,,,
5c27c0a598dbe78b857b809226502e6bfced2d7a,2,2,,,,,,,,
3e004662dbea2a08f88a5e4ef6d20b31cba79cb4,2,,,,,,,,,
fa9ad2085cd678da03edc320cf0dd7eb4cf2b305,2,,,,,,,,,
318df1d894012b819723eb6fb5a60dd5661870bc,2,,,,,,,,,
6bdc25e44703148030762c5de33b8c14737cdfb9,2,2,,,,,,,,
f596ee10048b614cdba44740c1c2ab027821aae4,2,2,,,,,,,,
e1b20d525774af801008d507fc95ad60c34ed0de,2,2,,,,,,,,
4cbb87e4c4309d6b46ff40bf33ecd49c37edc73e,2,2,,,,,,,,
d59c6e06bad8e42029919130bb3214855f9e421d,,,,,,,,,,
355ade747272261d5eb2bcf738d26adc79ef2f4b,2,2,,,,,,,,
6c778f7dfcde0e2508fd9c35a6ebb5b4ff58107e,2,2,2,2,2,,,,,
a6bdea3dc6cf6dd682def0fd4fb93136d0f5cf4e,2,2,2,2,,,,,,
f66b538d20ffc839937e5fd10fccf75ffb526c0a,2,2,2,2,2,2,2,,,
f78a31be8874eda176a5244c645289be9f1d4317,2,2,,,,,,,,
5f53df80f391f6555510ac3faf49d92cd5fddebb,2,2,2,2,,,,,,
d7729c09790e4048ad75dd66c3e8d2194b8b15a6,2,2,2,2,2,2,2,2,,
2b0d349bda6a0c3f5a34b2b0ecca5e3f98334d6f,2,2,2,,,,,,,
5988513fcabf0edf61a7aff3a4ccda3e77692917,2,,,,,,,,,
c8b3f498a39dd52aceb684e7052bc5938c1aba51,2,,,,,,,,,
3b9b9c57ad7431af5524dfb1d0b044c19cfcd2e8,2,2,2,2,2,2,2,2,2,2
ad428a9e7edb456afa82d6919e1627d25f350d8e,2,2,2,,,,,,,
1f9bb6b609cda32f9698d53b2f6ea8f3b1c027e0,2,2,2,2,,,,,,
1beb285c594cbda762c7bb09f801fcc6d3be467f,2,2,2,2,,,,,,
cc4fb49f0ddea1616aed8b256129b469c8bb08c0,2,,,,,,,,,
f804dfb886b1424571f0446df10074af63c57921,2,2,2,2,2,2,2,2,2,
9d9f24f3e85f3eef1c63fa12fff4abfd320cdd08,2,1,1,,,,,,,
0fa81c99b23e0e050dbf6699ed1936d5f4e516ce,2,2,2,2,2,,,,,
4ab4a666f5e5ed34ac219a9fdc2f70bd1cab0922,2,2,,,,,,,,
1eea999549154f0468ced9c83440a78abbd061b8,2,,,,,,,,,
6b3c49eec51c8e69e03eb02c29f0ce6b298b71fb,1,,,,,,,,,
3369a80dc0b3b96b8f3e3384077624c19948041b,2,2,,,,,,,,
3f78c608d67fd73294a282c1417e1e46e7a370e8,2,2,2,2,2,2,,,,
61489f640b648e2a1a47e72a25df55b18f608ff1,2,,,,,,,,,
348b623da46a08ea126c924f349f8c785c995a6d,1,1,1,,,,,,,
4621de2cdc7c8f46328cbbc81b5ccb1882cc1098,2,2,2,2,2,2,2,,,
a0ce4cf698fbc7b2d46ac3da71de9e6b25601a8c,1,1,1,,,,,,,
fb23a880282f04b57d954497803f770d45aac49a,2,2,,,,,,,,
9a8d5fc07566b8b2ca38c0ed97a58e362be703da,2,2,,,,,,,,
883a4acc1c44b191126eb794a47e9bcaad284300,2,,,,,,,,,
e0c668d1da866617ccfeee910d13eb14fa340bea,2,2,2,2,2,2,2,2,2,2
8d0814f95dc98feb086e9f08ea7452b32f0df30a,1,1,1,1,1,,,,,
f60b377b0922039bf0a940f98d9412cce3020bf3,2,,,,,,,,,
ac9e52e08af49277262abb7c5462dab63be39417,2,2,2,2,2,,,,,
d0302a8208ec7a4da23c1bba2c7bbc3623fd815e,1,1,1,1,1,1,,,,
5b2c81e10064fc1cb148532e42d7b8db6096f186,1,1,1,1,,,,,,
e69c8b5df8a4178b1c8c7f154a761147a6f030be,,,,,,,,,,
bca10222f36304094491d75fdfa8f58491e3f53e,2,2,2,,,,,,,
0940e70d9d7ae49cab612c8f5c22957601152aa7,2,,,,,,,,,
dd4cecf90edab3dc6000ec9206facb0eba2117fc,2,2,2,2,2,,,,,
c1931312e5485988ef28bd565a0d1a1b0cae80b1,1,1,1,1,1,1,2,2,1,
a039bd557d7a55f2dfc22c6337384b0da3f71181,2,2,,,,,,,,
e3b62894e581edee41eec11545e20242cdb7d11a,2,,,,,,,,,
44d2abe2175df8153f465f6c39b68b76a0d40ab9,2,2,,,,,,,,
8fd7e9feebd78234f972d2ba39002ea1d8b01cae,2,,,,,,,,,
d8a61a332d5fa2edfc293469e8b8b77b381ab9d8,2,2,,,,,,,,
336657bbff4191e25fc24799f30d2474ebbfaac2,2,2,2,2,2,2,,,,
b6d948dab0a25218b6b28e467f1fa2067499ce9f,2,2,,,,,,,,
6b9c91107f309e107ee9383f99a6e1c7c32b47ac,2,,,,,,,,,
642baec9df2c88ca870ba0f497f277b5f203b608,2,2,2,,,,,,,
836c615090d181c57c83a8726ebb562950cd80ad,,,,,,,,,,
db93109e1262b8dc1ca02fc9ab00e96a5465c95a,1,1,1,1,2,1,,,,
f531d536b75d82e33f74b3445e0ddbf96065fafe,1,1,,,,,,,,
ba49dc7bd183ca38d23401933712a171bea257fd,1,1,1,1,,,,,,
b5488fe36482ccec55d98c39593a0404b67470ca,,,,,,,,,,
c82c2ab984087464536b66494e4de1f28ec8cc11,2,2,2,,,,,,,
6924418ad2f8bb5e53441981bdfb3bf1ed1137b6,2,2,2,,,,,,,
6b99169ec76b44e13ffccc5d7a49ef1ee8f5a1c0,2,2,2,2,2,,,,,
a03e5d0ec1286e1993444ef26599c878cc1484ac,,,,,,,,,,
d04ab3a760a157c4f1dd4a8e4397376df4c63c15,2,2,,,,,,,,
31900b62fabf7da87573e93e473dd72cc68f24fa,2,2,2,,,,,,,
4612a7ed076c932a9ae9be7769c1098a30daa476,2,2,,,,,,,,
fdd3b50fc18915582ce0c68955c2fa1d91d080e6,2,2,2,2,2,2,2,,,
8a007480ea774fa1ce6824f24280001059ec1426,2,2,,,,,,,,
96e38977c819aa98c6a0d545f324865a95736243,2,,,,,,,,,
aa31126aa9dc7665bf236a51c6de31c4bf6c59ad,1,1,1,1,1,,,,,
d6a33f833bb0fb3204da2c2f34282a436d0f6d0e,2,2,2,2,2,2,,,,
f3047998ef0ab6ffffe617397cf8efe99bd34b80,2,2,2,2,,,,,,
6f12be605b87aa81d0aa61a00c3fc2ee3dda390c,1,2,2,2,2,2,,,,
fa4ddfc3df658ae1451047ed8904a3184154ad2a,1,1,1,1,1,,,,,
ff5f5b3818568a5f9866dca66b9dcb7197826600,2,2,2,2,2,2,,,,
e205806bf7e79619ee0c833807ceb38001002396,2,2,,,,,,,,
834777c9de206ec67bd7aeb037a0800ae7313690,2,2,,,,,,,,
1fad32a3214db93b22e5035a9488b418b4028065,1,,,,,,,,,
8cb3c7f7716217bd54a97f220f73dc07ef1220c4,2,,,,,,,,,
8ecac7ead6da7e488b349ac0a3119cefb38c7926,2,2,,,,,,,,
a7ac8ebc6eb4fd3e0c0d1645e685c7210ed12962,2,,,,,,,,,
d68c7ca025c43e7fb5f0e82cdcf1697a4c387e34,2,2,2,2,2,,,,,
45bc6abe8925f5536dc604d00e3fc06efbede4f8,2,2,,,,,,,,
af5a71cd9dcde6e19c7430c9ea8c0f3c42f9844f,2,2,,,,,,,,
4e92051103fe7c748ab3e3d59fcf913fcb0c7f73,2,2,2,2,2,2,2,2,2,
02d19d4441d296ec698feb5898688a68bdd7d5b3,2,1,1,2,,,,,,
e8eecf231724a08f5a98babb6a1cb42f2c26100e,2,2,2,,,,,,,
3e25f535a30414dc502bf3f0cc3f902c7e7d0819,2,2,2,2,2,2,,,,
5b06a4e6e1a98859161b0b8ceeb9c2492941e67d,,,,,,,,,,
565f8ca61cbddeac8383aabf4117f8b943348e38,2,,,,,,,,,
c7dc351cbf7037792c2b8edb9f9714cfcb440911,2,2,2,2,,,,,,
8b5a8f38364fc784fac0c21241f6b1672e773e90,2,,,,,,,,,
c2befbbd06fb526b4598823422989093bb07ead7,2,2,2,,,,,,,
76a7b0a301baf4436319df3e013755e6f69a80ca,2,2,,,,,,,,
9fe14b6d80a0e3477c1c8e4cb8d84801adc0ffc6,,,,,,,,,,
1cd60b8211a335505054f920ee111841792ff393,2,2,2,2,,,,,,
20b898c0b098a7b958f19394c0e91f540c53ec2b,2,,,,,,,,,
b07f20bfd87143180fb360c36fbf1781395dec14,2,2,2,,,,,,,
1a63e8a10015d1d7cc4de697cc2544273c92a633,2,2,2,2,2,,,,,
f07751e7ebd9823f08bf219bb09252747157ca57,2,2,1,2,2,2,2,1,,
848d01b5a3ea1fd17ad9c124c85545462a53bac6,2,,,,,,,,,
f56a4e7e9cd1ac1e9d7c7a74cdd965f12e97b113,,,,,,,,,,
292a55699566ee2815492a2acc5deb973fc73951,2,2,2,2,,,,,,
e3fa114bb84d354075c6319e2980b6577fa74ff9,2,2,,,,,,,,
90486e0b87a54703ef0cba44ea6c4258288680fc,2,,,,,,,,,
9c08eff8b9f3591cdb6bff607fd53b96c9c06c52,2,2,,,,,,,,
d554d042a95d00ebd459074c719eb4fd4e61d16f,2,2,,,,,,,,
a0b85e2e75b233da3ff627b567483b8ced1ac2fb,2,2,2,2,2,2,,,,
8a57e7c8ec4cf7c055da296664942ef5b9095b3b,2,2,,,,,,,,
d43c4fcb5469c495ad74861dcc65246b00204904,1,1,1,2,1,,,,,
16d407ca97a8f3457f52b97f9a448e87900591ff,1,1,1,1,,,,,,
8e88eeb6a8f9e3bb090d7a32492e01fa1170012d,2,,,,,,,,,
76e4518a24a0cfd7b96a42a2405fd2a70b057f8f,2,2,,,,,,,,
e3fed6e6a33f63b946570669fefd9ce53f1092c8,2,,,,,,,,,
bc20491c2def35375c65db180b192a10c745c3ba,2,,,,,,,,,
8d5013258fccc78615e47b8ab5f81812b989ac4a,2,2,,,,,,,,
56e2e7643ac3a9832d14ade7d868892ed544fa90,2,1,2,,,,,,,
6039bb91487928516a293f454b3b8f7033ac872a,2,,,,,,,,,
a877dea7e86188025096fb48dc3f9dd135b232e7,2,,,,,,,,,
f9e7402ad740b73cc0bb64178f86df3478c3aaf5,2,2,2,,,,,,,
989ad8451bb03cfb05c949bde8312aa2013cfde0,,,,,,,,,,
5c9b4312f45b820dcb4552147efb14f26cfa6d92,2,,,,,,,,,
b60a9bae8531b622be18d9269b772240cb93e928,,,,,,,,,,
8154acbd26c7cd702af4ed84b15448c5dd714606,2,2,2,2,,,,,,
0718b84709375a5b9641ef712e58a28ee78adeca,2,2,2,2,,,,,,
b2f9db3c8294e31d9f51f34101bb3f210d51197b,,,,,,,,,,
04ddff30ecb5c08dd257bc2ab5a53a52559189e9,2,2,2,,,,,,,
1939b4ae5d05d533c51b62d01efffbdb248acafd,2,2,,,,,,,,
c57f8dc910a6ec478e510a5d295d578ffaee18bf,2,2,2,2,1,2,,,,
a02f59e856052b49230ee36b5635fa154528cb19,1,1,1,1,,,,,,
2f6960ab521e3303a7595c2d12fa5e521373fb8e,2,2,2,2,2,2,2,2,2,2
874dfcc4598d7291ec8aeb660fd861caa1e2463e,2,2,2,2,,,,,,
9082fe78d3be1bb40f68d21bc8f4f09d170660fe,2,2,,,,,,,,
090f4b588ba58c36a21eddd67ea33d59614480c1,2,,,,,,,,,
6958d6518ea0a84785ccd44b319473518eccb368,2,2,2,,,,,,,
b82e2e9827bc5a4be4fae11faafdc9a66ae6497e,1,1,1,1,1,1,,,,
3739bc58c2f162830c8e9a8db1007c05a9f2c290,1,,,,,,,,,
960260270d3a29db949052827727ff233925376c,2,2,,,,,,,,
305b8306b23f42870fa3191af85c547e4a922c44,2,,,,,,,,,
f25ef2dcee13f5b0dee4958e3f1c78d8b4795d55,2,,,,,,,,,
edd0a804fccb2a7587f785bf255a52a61fc23284,2,2,,,,,,,,
e16412ca99744982ab6a77165d7a46a94b879f5c,2,2,2,,,,,,,
187adfcd1c5c9369ba68055358ab771f2a886c4d,2,2,2,2,2,2,2,,,
bdb87d7e08c31e590c9d8040e57637885d5e947a,2,,,,,,,,,
be66f6141a3499ab1c48c569b1a12879623f23c5,1,1,,,,,,,,
8ba8744defe4cc46b5a7247c425184acb7890305,,,,,,,,,,
b0accd2b4280fe4f8ef93640917c75643aa1928f,2,2,2,,,,,,,
eb614cec3c29fb794425d88921157ecce630366c,2,2,2,,,,,,,
e4da4fb310df2bfa5b9aab217982723634bda4bc,2,2,,,,,,,,
ce0af21a0779cc32775ef0ce0b3d07cfd47cac2b,1,,,,,,,,,
0df20bf6e9438005f5fb01e7803691a9ea59b684,1,1,,,,,,,,
42d0983857bcb63c2338f3d7c641943a5ea4daab,,,,,,,,,,
c4190b294381806cc9eb12440a7fced1004ece71,1,1,1,1,1,1,1,,,
b8ff3c67071346dfe9638434f9825a81084ae9f1,2,2,2,,,,,,,
b647684149fa34b81fa3e2dce59252df5f00da82,2,,,,,,,,,
df8bf13f58c65394fdb1353957c1b90edf45fac4,,,,,,,,,,
7d39d69b23424446f0400ef603b2e3e22d0309d6,2,2,,,,,,,,
7d4cd3678bfd4a99bac01c5e86530bed3fbb83ce,2,,,,,,,,,
ecf100a9fd41e14422ad0a3324be6b947f9be8db,2,2,1,,,,,,,
3ed5a2d875ccbafeecd7fa6757db975588b82cbd,2,2,2,,,,,,,
a8c5818f02ad404185c4e1371959a3e9ac7964c1,2,2,2,2,,,,,,
eaa839fc0e784f2161d99f231ee2edebd0a2c437,2,,,,,,,,,
ec6c798fe29519e9d1783cc6a7e1243ce131c466,1,,,,,,,,,
d98b8c1c49202842b17e6b0a25d7b0293c3697ae,1,,,,,,,,,
e383d374109cbf61b7a0f9f6c36aa21ce820d257,2,2,,,,,,,,
c439a387ef1bac8c972623a4147f4242eb520ee0,2,,,,,,,,,
a6b5403aecb1c9952055c3a46a5f5d1711857050,2,2,2,,,,,,,
641457c34228f3442172aa51d7c28bd857539028,2,,,,,,,,,
491814e6656dd475a1e8abd45bd1e280bab4f05d,1,1,2,2,2,1,1,,,
716abe49dcee354c37a2842b86fcbf3363c5aece,2,,,,,,,,,
149c13e032eb7b4f2c0573f099a1a9fccd5ba57f,2,2,2,,,,,,,
3859af26750b0d0c7d5579174291044b245e9cc5,2,,,,,,,,,
6b6ae4ff053bcee2834b5e7718810cb5bc15c36c,2,2,2,,,,,,,
f117c6f12d067bd66dad40996b3931c069daa2da,2,2,2,,,,,,,
aad6dc762fe5fd2d1a9e5a618894a203dd17dd2b,1,,,,,,,,,
576b0e1ff1dd2f97fc3905157191f33955bb6c1c,2,2,,,,,,,,
0849ad2a8bc3f9cff5e0c9bce1fe6b3f35650776,2,2,,,,,,,,
9485a249366b8a07fb7c83ce0f597fb15e4edd3d,1,1,1,1,1,2,,,,
34da16887fa644db83517ed70f05a372781e4cac,2,,,,,,,,,
5c6f4a48dd78ee01f2548ca98d75725a565fd763,1,,,,,,,,,
1e077413b25c4d34945cc2707e17e46ed4fe784a,2,2,,,,,,,,
322bf9e7d11e292bc5322afea7c1faec2a9c4be3,2,2,2,2,,,,,,
9952a7109f9177a8ea128f6bd209b02f679d2bf4,2,2,2,,,,,,,
8e2eacbcb5bec20b8723dd8716bb7b8df4eb19e5,2,2,2,,,,,,,
3eaa179c76fd67b5e6e93f72562be2e2fd4e0000,2,2,2,2,2,,,,,
ac656ec8d2a1050db8ffe1e98e9f791cc15acf7d,1,,,,,,,,,
a2310935b272cfa468c6bc5ccac7559ebdbfd30f,2,,,,,,,,,
8c00c3e7b5ffcf0d546959341d3f4e104db504ab,2,2,2,,,,,,,
751a693fa84d6d9adbbd6d3cbe977cecf3bfd2c7,2,2,2,2,2,1,1,2,,
8fc5a8df1b0ee23d34df2d134c397e73c560449f,,,,,,,,,,
62ed0a8c9d2798c3082b316b7ccf0559ce1fa442,2,,,,,,,,,
2aa3cd61774eaa9a5ccc92212de5ec38c1f5206f,2,2,2,2,2,2,,,,
0ff77a9375562d196f41899fad77c5592b34ab2a,2,2,2,,,,,,,
75dd14b3cc47a6fa3a14b6270f18e677dd57a45a,2,2,2,2,,,,,,
1a07f5db28ee23d3ca1ab8eac1a8c2d5f8541dbf,2,2,,,,,,,,
4417a367f69b1e0f0281f8dee13403deb8e91174,1,1,,,,,,,,
249c61d8c9223d09301446c6aff38823d69b8593,2,2,,,,,,,,
e3e4954e40f33b503f7fe220be90917124a09c43,1,1,1,1,2,,,,,
33e77edcd42960bc1ed931ada45b9aa8d0e60e16,2,2,,,,,,,,
4a879be742ff458956f5fc74022077095e90ee9b,2,2,,,,,,,,
3285ffa013f224b1dd93c0a3b11f092259232cdb,,,,,,,,,,
2548fde827d882a961509875ab93fdc2f2874282,2,2,2,,,,,,,
06444eb76c5fdbf1091ff914804136f1c59e8412,2,2,2,2,2,,,,,
b59c510a14907e7fedf2ddcfd756d30086e634f4,2,2,,,,,,,,
2a16a79d9a64d50f635c5f8aa5deaad826ee8cb4,2,2,2,2,2,,,,,
9584863217908a530f7bc1bff2e9e19f423d8204,2,2,2,2,2,2,,,,
e7c028691faeba2b08baaca0f75c950474841d40,2,2,,,,,,,,
dbc62288acca1229e9990c0b2e60ae58c495d979,1,2,,,,,,,,
2228b4208c5ea6754df6edcae805038f3e47857c,2,2,2,2,2,2,2,,,
f992db79a44977a182b076e74740b5759cf8552d,2,2,,,,,,,,
99880b45a0f9d45a7c0a257bb800ab7c4c4476a4,1,1,1,1,1,1,,,,
0c973f1c28a925bce86b2817ea83e665a4e5c95a,2,2,2,2,2,2,2,2,,
ec13c3e7119191802e6f5783d297fe7a5a05293e,2,2,2,,,,,,,
6e5cdebc91f60ba1de12bdbea8fdfa2c23ed5a4b,1,1,1,,,,,,,
92d92bbd3b914d49a6904d26e392df28bd92d015,2,2,,,,,,,,
74093f46bd53222fd7ae1dc7a92030991e76d4d9,2,2,,,,,,,,
bcb3b208ea2ade453f0a8a3c9c6b8327e5906afe,2,2,2,,,,,,,
4fd72cf38d951b2ae92fb1d9b705111335ef84ce,2,2,2,2,,,,,,
56bc8492412fc41f465b6e89fd84716013fdd394,2,2,2,2,2,2,,,,
77af8f5e70acf2f97d7c9bf1540873d380ebcab9,2,2,2,2,,,,,,
4c7bfa933c11c7a802c2fa9c1dc475dba36a2bd5,2,2,2,2,2,2,2,2,2,
85400e03f1bdc8ca7b39fcbd056cebf474f1b4e5,2,2,2,2,,,,,,
c7c878013390b5b79cbcf8f83eaa7d5e6f108f6a,2,2,,,,,,,,
f6c09c60b78d74b28b7e724eec037db38f8a3b10,2,2,2,2,2,2,2,2,2,
e960a4b9a3199f98262bf390b0bf7d7f03589181,,,,,,,,,,
c8d0c0a52ff3e5e020f95c74bb5f081ac69b6d3f,2,2,2,,,,,,,
43428880d75b3a14257c3ee9bda054e61eb869c0,,,,,,,,,,
1aebb846105cf537ea887e031f66b5a313990694,2,,,,,,,,,
7261c7b1df223614fe7f463c788813263f3fa253,2,2,2,2,,,,,,
bb6b76a319386a946b6ff46d89f70cd32e15677e,2,2,,,,,,,,
3642b59776f0fa5d51a0cda428664108de88989b,2,2,2,2,,,,,,
59ee79c2e3ebc5353efcbdaad8aa10df8b49c07e,2,,,,,,,,,
f6c28193e0b3b0e6807f56b59ee0c17c391ae4fe,2,2,,,,,,,,
9927aed63bf1e75aabed32915ca90edc62f698ba,2,2,,,,,,,,
2d520853aa43bad92b93b88a40c2b35c81c0f2fd,2,2,2,2,2,,,,,
ab7d6b49ca750c6444c67f8befbdc6b8d24b4615,2,2,2,,,,,,,
b4e1f59e328b61b28af9ae09702d59b3c881f8d1,2,2,2,,,,,,,
f406fe627359a71797362c06788f29deff5dd0da,1,1,2,1,,,,,,
75ae36f8f3462588a498c4159d05793e77c378a3,2,2,2,2,2,,,,,
81996b4691a9c531758df882218ad0286494d73e,2,,,,,,,,,
05e8b2c50ca856149f323fdde0f730878feff075,2,2,,,,,,,,
bbf3a66ac70269921064cfef39ef258bf8b05f31,2,,,,,,,,,
9060d2fbef157eccba5ce7a67d38e1d00a2435d4,1,1,1,2,1,1,1,1,1,2
57fe5e872841449bd05820e7a3723eb2e824f576,2,2,2,2,,,,,,
92479d6cbbe121a607b687de22fc497a7ef7a0ed,2,2,,,,,,,,
f6d9f8a64f20c26d83b0b0cdc5c9131c1822858c,2,2,2,2,2,,,,,
f32b0b1ea1e0282ab5c0f8ca23c295f3c3b69198,2,2,2,,,,,,,
1aa24de41a0a9207d0b97725d80741d162c78d7b,2,2,2,1,2,,,,,
c5b4419f37a5e12273f8b1cfd5bb142f49e4ab23,2,,,,,,,,,
dc594e93ad936172e28f1e776228bb50406efa06,2,2,2,,,,,,,
18f03c0b45c4447164fc6de9c210e44121f1e6fe,2,2,2,2,2,2,,,,
146956286309012c99e29e3e5eccda898916b6a8,2,2,2,2,2,2,2,2,2,2
e3948c28d605e0d90e88e160556cfc14fbba57c8,2,2,,,,,,,,
8a34065c0f35a1638025bdf5b6978b5a619f51d3,2,,,,,,,,,
b7e6794377812407749375506dfa3671b4080421,2,,,,,,,,,
fd48488ea436ed43b995eb4126ff2202f735cab0,2,2,,,,,,,,
d45099ed9254113371c33418a4951bd0666962f4,2,,,,,,,,,
32317b2f57828d0ac97fc18763f62a5583363e6e,2,,,,,,,,,
2cf7fd0be27c5b0da8ca54ce11efd991d946ea9f,1,2,,,,,,,,
bae21eb9458f194887bc8d7808383f56d7f4dca0,1,2,,,,,,,,
edf33cdd236f1c965b16dda3e3f7e3869d12ea30,2,,,,,,,,,
fd40544505ff2423d7ad35f668f7031c98b0ed55,2,2,,,,,,,,
1565cf45edb54df91c055ceee5b72aacb074c044,2,,,,,,,,,
dd2dd5e2a1b38615f9db7b9c2978442253b0555b,2,2,2,2,,,,,,
d70bd7a7869487b571324aa6fc188b1da2f3236c,2,2,,,,,,,,
6f95781c5210feae7dc2107935ad804b3b5bda9d,2,1,1,2,,,,,,
b1cd65230aac83803a398e2a288915854c3bf010,2,,,,,,,,,
f05f22f6ce026bcdd877085d55775a429c7025d5,2,2,2,2,,,,,,
7847011c0fd1a53e552c1e710a6e2012e915dd57,2,2,2,2,,,,,,
801934030fa19c269bf8fa47df8aef86c021ef64,2,,,,,,,,,
ea2f66b595c5b2a31c01eedfeed8d845a720a65f,2,2,2,,,,,,,
2ffcb461d0eba0e77da840a584f989495c94fa9c,2,1,,,,,,,,
cf02b8698aa942f51355fc9f9ec127e7ee3e4ba2,2,2,2,,,,,,,
d5c6157887aac2e5f1c249029bbfd3dbbbbbdfe9,2,2,,,,,,,,
0e9933120a9a71f233b607ca9f21e8e0a8c6d0d4,2,1,1,,,,,,,
d588bfb109693795ad4d9e3d57fa3e13f649c903,,,,,,,,,,
72d5fe02b24f757e4d7669f47fc17774e7120439,2,2,2,2,2,2,2,,,
4bc994580cf65394d0b45ca675c00742018bea64,2,2,2,,,,,,,
e5a0af43059c56d3c0cea771e181ca2126178140,2,,,,,,,,,
e77fb2fa94916505bc8af5b56bc503d8bfac7fb9,2,2,2,2,,,,,,
9a0cb5a6115ee28404b2e6ff99eaa9a622c3d5a9,2,2,2,,,,,,,
f0c3e228a81f2409d1aef5660c3215d677d37698,1,1,1,1,,,,,,
3f00552c9ea625e8f41fe359d1d2fe066a859772,2,2,2,,,,,,,
e9d69226905056c4bd986d63c20a051154333daa,,,,,,,,,,
9b75550065e1fa1141f83127b1f0b8f9542f8b66,1,1,1,1,,,,,,
4b7b40d67ed0caf2d3013854edc665552d1ba501,1,1,1,,,,,,,
bb3a712d4516a9f872db0301dd1875a92449bb6b,2,2,2,2,2,2,,,,
729d8359a90d5bb66fa9efcd0daf9e7434bfbe97,2,2,,,,,,,,
266b0f7ccf2e34572ac9510d76f51c3abd91cc0d,1,1,1,1,1,1,,,,
f5a2ff246eec5e041663d225320e709b20440fcf,2,2,2,1,2,,,,,
2f63918647d322b1de8bf91bff387349a7aac799,1,1,1,1,1,,,,,
402645358d0b8b863060bb058b9c8b8e5cd1667e,2,,,,,,,,,
cfef65aa4a8bc8ca5b67c3c6babb25c4d7b10cb5,1,2,2,1,,,,,,
0f182f13505232aa795e0c172130ab4641a3624b,2,,,,,,,,,
951c951b4b117953ae0086666aea1eda7eb616cf,2,2,2,2,,,,,,
f32d737cec1a559bf5cb9390c458574dd65e8240,,,,,,,,,,
9e0d002a322f0424ec9508f4b6cca219f5f2a23b,2,2,2,,,,,,,
b24ccf48da0a47d8dce36de63b541e7411fda469,2,2,2,2,,,,,,
9291723b5d6d54d6296b5ac83381f193de563698,1,1,1,,,,,,,
a05968e24b137462f06c836fb101cfdbc6724ca2,1,,,,,,,,,
49ecd987e5006a09151e0d5942d13439593f7006,2,2,,,,,,,,
40f95a44809297ebf03e1a5a6e41fd14807981aa,1,,,,,,,,,
bceca6a0322d9d3815e8b447848105b603ab7eb6,2,2,2,2,2,2,2,2,,
44b1b0468bc03c255e7de1a141437887a4fdaaad,2,2,2,2,2,,,,,
16333c524500e2ce1cc2839154c7d51009595bd3,2,2,,,,,,,,
769ef3d5021cd71c37d2c403f231a53d1accf786,2,,,,,,,,,
a66053d33c8cb613cbb8c867a2ddd115786e0164,,,,,,,,,,
95a365c4d7c75b6b8e8d93cee4c929d7e11d9da4,2,2,,,,,,,,
fddc15480d086629b960be5bff96232f967f2252,2,2,2,2,2,2,,,,
